1995 SECTION,1995 TITLE,1995 LEVEL,2004 SECTION,2004 TITLE,2004 LEVEL
02480,Concrete Cribbing,4,31 66 16.23,Concrete Cribbing Foundation Walls,4
02480,Foundation Walls,3,31 66 16,Special Foundation Walls,3
02480,Manufactured Modular Walls,4,31 66 16.33,Manufactured Modular Foundation Walls,4
02480,Mechanically Stabilized Earth Walls,4,31 66 16.43,Mechanically Stabilized Earth Foundation Walls,4
02480,Metal Cribbing,4,31 66 16.26,Metal Cribbing Foundation Walls,4
02480,Permanently Anchored Soldier-Beam Walls,4,31 66 16.56,Permanently-Anchored Soldier-Beam Foundation Walls,4
02480,Slurry Diaphragm Foundation Walls,4,31 66 16.46,Slurry Diaphragm Foundation Walls,4
02480,Soldier-Beam Walls,4,31 66 16.53,Soldier-Beam Foundation Walls,4
02490,Anchors,3,31 68 00,Foundation Anchors,2
02490,Rock Anchors,4,31 68 13,Rock Foundation Anchors,3
02495,Foundation Performance  Instrumentation,4,31 09 16.13,Foundation Performance Instrumentation,4
02495,Instrumentation and Monitoring,3,31 09 16,Special Foundation and Load Bearing Elements Instrumentation and Monitoring,3
02500,UTILITY SERVICES,2,33 00 00,Utilities,1
02510,Cisterns,4,33 10 00,Water Utilities,2
02510,Disinfection of Water Distribution,4,33 13 00,Disinfecting of Water Utility Distribution,2
02510,Fire Suppression Water Distribution,4,33 11 19,Fire Suppression Utility Water Distribution Piping,3
02510,Site Water,4,33 11 16,Site Water Utility Distribution Piping,3
02510,Water Distribution,3,33 11 00,Water Utility Distribution Piping,2
02510,Water Supply,4,33 11 13,Public Water Utility Distribution Piping,3
02520,Extraction Wells,4,33 23 00,Extraction Wells,2
02520,Monitoring Wells,4,33 24 00,Monitoring Wells,2
02520,Recharge Wells,4,33 25 00,Recharge Wells,2
02520,Test Wells,4,33 22 00,Test Wells,2
02520,Water Supply Wells,4,33 21 00,Water Supply Wells,2
02520,Well Abandonment,4,33 29 00,Well Abandonment,2
02520,Wells,3,33 20 00,Wells,2
02530,Gauging Stations,4,33 30 00,Sanitary Sewerage Utilities,2
02530,Packaged Lift Stations,4,33 32 13,Packaged Utility Lift Stations,3
02530,Packaged Pumping Stations,4,33 32 16,Packaged Utility Wastewater Pumping Stations,3
02530,Packaged Pumping Stations,4,33 32 16.13,Packaged Sewage Grinder Pumping Units,4
02530,Packaged Pumping Stations,4,33 32 19,Public Utility Wastewater Pumping Stations,3
02530,Sanitary Cleanouts,4,33 39 23,Sanitary Utility Sewerage Cleanouts,3
02530,Sanitary Sewage Systems,4,33 31 00,Sanitary Utility Sewerage Piping,2
02530,"Sanitary Sewer Manholes, Frames, and Covers",4,33 39 13,"Sanitary Utility Sewerage Manholes, Frames, and Covers",3
02530,Sanitary Sewerage,3,33 30 00,Sanitary Sewerage Utilities,2
02530,Sewage Collection Lines,4,33 31 00,Sanitary Utility Sewerage Piping,2
02530,Sewage Force Mains,4,33 34 00,Sanitary Utility Sewerage Force Mains,2
02530,Site Sanitary Sewage Lines,4,33 31 00,Sanitary Utility Sewerage Piping,2
02540,Drainage Field,4,33 36 33,Utility Drainage Field,3
02540,Grease Interceptor,4,33 36 00,Utility Septic Tanks,2
02540,Sand Filter,4,33 36 00,Utility Septic Tanks,2
02540,Septic Tank,4,33 36 00,Utility Septic Tanks,2
02540,Septic Tank Systems,3,33 36 00,Utility Septic Tanks,2
02540,Siphon Tank,4,33 36 00,Utility Septic Tanks,2
02550,Chilled Water Distribution,4,33 61 00,Hydronic Energy Distribution,2
02550,Hot Water Distribution,4,33 61 00,Hydronic Energy Distribution,2
02550,Liquid Petroleum Gas Distribution,4,33 52 00,Liquid Fuel Distribution,2
02550,Natural Gas Distribution,4,33 51 00,Natural-Gas Distribution,2
02550,Oil Distribution,4,33 52 13,Fuel-Oil Distribution,3
02550,Piped Energy Distribution,3,33 50 00,Fuel Distribution Utilities,2
02550,Piped Energy Distribution,3,33 60 00,Hydronic and Steam Energy Utilities,2
02550,Steam Distribution,4,33 63 00,Steam Energy Distribution,2
02570,Process Materials Distribution Structures,3,40 32 00,Bulk Materials Piping and Chutes,2
02580,Antenna Towers,4,33 81 16,Antenna Towers,3
02580,Electrical and Communication Structures,3,33 81 00,Communications Structures,2
02580,Lighting Poles and Standards,4,26 56 13,Lighting Poles and Standards,3
02580,Transmission Towers,4,33 71 13,Electrical Utility Towers,3
02580,Underground Ducts and Manholes,4,33 71 19,Electrical Underground Ducts and Manholes,3
02580,Underground Ducts and Manholes,4,33 81 26,"Communications Underground Ducts, Manholes, and Handholes",3
02580,Utility Poles,4,33 71 16,Electrical Utility Poles,3
02580,Utility Poles,4,33 81 19,Communications Utility Poles,3
02590,Site Grounding,3,33 79 00,Site Grounding,2
02600,DRAINAGE AND CONTAINMENT,2,33 40 00,Storm Drainage Utilities,2
02610,Pipe Culverts,3,33 42 13,Pipe Culverts,3
02620,Foundation Drainage Piping,4,33 46 13.13,Foundation Drainage Piping,4
02620,Geocomposite Drains,4,33 46 16.16,Geocomposite Subdrainage,4
02620,Geotextile Subsurface Drainage Filtration,4,33 46 26,Geotextile Subsurface Drainage Filtration,3
02620,Pipe Underdrain and Pavement Base Drain,4,33 46 16.19,Pipe Underdrains,4
02620,Retaining Wall Drainage Piping,4,33 46 33,Retaining Wall Drainage,3
02620,Subdrainage,3,33 46 00,Subdrainage,2
02620,Subgrade Drains,4,33 46 00,Subdrainage,2
02620,Tunnel Drainage Piping,4,33 46 00,Subdrainage,2
02620,Underslab Drainage Piping,4,33 46 19.13,Underslab Drainage Piping,4
02630,"Catch Basins, Grates, and Frames",4,33 44 13.13,Catchbasins,4
02630,Combination Storm Drain and Underdrain,4,33 40 00,Storm Drainage Utilities,2
02630,Inlets,4,33 44 00,Storm Utility Water Drains,2
02630,Storm Drainage,3,33 40 00,Storm Drainage Utilities,2
02630,"Storm Drainage Manholes, Frames, and Covers",4,33 49 13,"Storm Drainage Manholes, Frames, and Covers",3
02630,Storm Drainage Pipe and Fittings,4,33 41 00,Storm Utility Drainage Piping,2
02630,Water Detention Chambers,4,33 49 23,Storm Drainage Water Retention Structures,3
02640,Concrete Arch Buried Bridge,4,33 42 16,Concrete Culverts,3
02640,Culverts and Manufactured Construction,3,33 42 00,Culverts,2
02640,Metal Pipe – Arch Culverts,4,33 42 13,Pipe Culverts,3
02640,Metal Plate Culverts,4,33 42 00,Culverts,2
02640,Precast Reinforced Concrete Arch Culverts,4,33 42 16.13,Precast Concrete Culverts,4
02640,Precast Reinforced Concrete Box Culverts,4,33 42 16.13,Precast Concrete Culverts,4
02640,Precast Reinforced Concrete Rigid Frame Culverts,4,33 42 16.13,Precast Concrete Culverts,4
02660,Cooling Water Ponds,4,33 47 19.23,Cooling Water Ponds,4
02660,Distributions Reservoirs,4,33 47 19.13,Water Distribution Ponds,4
02660,Fire Protection Reservoirs,4,33 47 19.33,Fire-Protection Water Ponds,4
02660,Leaching Pits,4,33 47 26.19,Leaching Pits,4
02660,Pond and Reservoir Covers,4,33 47 16,Pond and Reservoir Covers,3
02660,Pond and Reservoir Liners,4,33 47 13,Pond and Reservoir Liners,3
02660,Ponds and Reservoirs,3,33 47 00,Ponds and Reservoirs,2
02660,Retention Basins,4,33 47 26.16,Retention Basins,4
02660,Sewage Lagoons,4,33 47 23,Sanitary Sewerage Lagoons,3
02660,Stabilization Ponds,4,33 47 26.13,Stabilization Ponds,4
02670,Constructed Wetlands,3,32 71 00,Constructed Wetlands,2
